"<Schmidt-Cabanis>, Johanna <Schriftsteller>","Berl3be0 / Mosse / Nr. 567"
"<Schmidt>, Katharina < Ehefrau>","Darm3he0 / 055 / F / 2792/22"
"<Schmidt>, Katharina <Redakteur geb. Simon>","Darm3he0 / 055 / F / 2792/22"
"<Schombert>, Katharina < geb. Geduldig>","Darm3he0 / 055 / F / 2819/12"
"<Seipp>, Bertha < 3. Ehefrau>","Darm3he0 / 055 / F / 2668/11"
"<Seipp>, Bertha <Buchbinder geb. Vitriarius>","Darm3he0 / 055 / F / 2668/11"
"<Siegel>, <Wolfgang> <<Hof>>","Hofx5ba0 / F I 4 / 2"
"<Simon>, Margaretha <Buchbinder Tochter>","Darm3he0 / 055 / F / 2773/11"
"<Simon>, Marie Christine < 2. Ehefrau>","Darm3he0 / 055 / F / 2772/30"
"<Simon>, Marie Christine <Buchbinder geb. Bauer>","Darm3he0 / 055 / F / 2772/30"
"<Simon>, Marie Christine <Buchbinder geb. Bauer>","Darm3he0 / 055 / F / 2773/11"
"<Speyer/Speier>, Katharina < 3. Ehefrau>","Darm3he0 / 055 / F / 2656/22"
"<Speyer/Speier>, Katharina <Buchbindermeister geb. Henrich>","Darm3he0 / 055 / F / 2656/22"
"<Speyer/Speier>, Katharina <Buchbindermeister geb. Henrich>","Darm3he0 / 055 / F / 2788/17"
"<Speyer/Speier>, Louise <Buchbindermeister geb. Wittich>","Darm3he0 / 055 / F / 2770/19"
"<Speyer/Speier>, Marie Theresia Auguste Helene < Ehefrau>","Darm3he0 / 055 / F / 2646/20"
"<Speyer/Speier>, Marie Theresia Auguste Helene <Buchbindermeister geb. Haußmann>","Darm3he0 / 055 / F / 2646/20"
"<Steinhäuser>, Marie Sophie < Ehefrau>","Darm3he0 / 055 / F / 2745/2"
"<Steinhäuser>, Marie Sophie <Kolporteur geb. Hut vw. Rimmler>","Darm3he0 / 055 / F / 2745/2"
"<Steinmetz>, Wilhelmine < Witwe>","Darm3he0 / 055 / F / 2821/3"
"<Steinmetz>, Wilhelmine <Buchhändler geb. Mövius>","Darm3he0 / 055 / F / 2821/3"
"<Stilke>, Hermann <Verlagsbuchhändler>","Pots2bb0 / Rep. 30 C / Tit. 94 / 13512"
"<Storck>, Katherine < 2. Ehefrau>","Darm3he0 / 055 / F / 2767/6"
"<Storck>, Katherine <Buchdruckereifaktor geb. Horrix>","Darm3he0 / 055 / F / 2767/6"
"<Struck >geborene Pommeresche <Buchdrucker in <Stralsund>>","Stra5mv0 / Rep. 3 / 7567"
"<Stumpf>, Jacobine Margarethe <Buchdrucker geb. Diefenbach>","Darm3he0 / 055 / F / 2730/17"
"<Stumpf>, Jacobine Margarethe <Buchdrucker geb. Diefenbach>","Darm3he0 / 055 / F / 2744/15"
"<Stumpf>, Jacobine Margarethe <Buchdrucker>","Darm3he0 / 055 / F / 2730/17"
"<Stumpf>, Jacobine Margarethe <Buchdrucker>","Darm3he0 / 055 / F / 2744/15"
"<Stumpf>, Jakobine Margarethe < Witwe>","Darm3he0 / 055 / F / 2751/1"
"<Stumpf>, Jakobine Margarethe <Buchdrucker geb. Diefenbach>","Darm3he0 / 055 / F / 2751/1"
"<Sudermann>, Klara <Schriftsteller>","Berl3be0 / Mosse / Nr. 542 - 543"
"<Thurn und Taxis>, Maximilian <von> <General in PragFürst>","Marb3he0 / 008 / < - > / Nr. 676"
"<Venator>, Marianne <Hauptmann in DiezGraf geb. W<ittich>>","Darm3he0 / 045 / < - > / Nr. 2309"
"<Voss>, Melanie <Schriftsteller>","Berl3be0 / Mosse / Nr. 646"
"<Wagner>, Margaretha < Witwe>","Darm3he0 / 055 / F / 2991/10"
"<Wagner>, Margaretha <Buchbinder geb. Steingässer später verehelichte Riedmatter>","Darm3he0 / 055 / F / 2991/10"
"<Weber>, Margarethe < Ehefrau>","Darm3he0 / 055 / F / 2929/26"
"<Weber>, Margarethe <Buchbindermeister geb. Nungesser>","Darm3he0 / 055 / F / 2929/26"
"<Weinreich>, Katharine <Buchdrucker geb. Lich>","Darm3he0 / 055 / F / 2997/3"
"<Weinreich>, Katharine <Buchdrucker>","Darm3he0 / 055 / F / 2997/3"
"<Wießner>, Hugo Ferdinand <Buchbindermeister>","Pots2bb0 / Rep. 30 C / Tit. 94 / 14321"
"Abegg, Th. <<Aurich>>","Auri3ns0 / Rep 121 / 04.02 / 840"
"Abel v. <München k.b.Innenminister>","Nuer3ba0 / Ms Hist. Fallmerayer  / Korrespondenzen / Nr. 648/44"
"Abel, August < M.d.R.>","Darm3he0 / 051 / < - > / Nr. 374"
"Abel, Fried. Carl Dorotheus <Buchdrucker in Frankfurt a. M.>","Goth3th0 / 03 / Loc. 84 / Nr. 3"
"Abel, Hermann <Herausgeber>","Hamb3hh0 / 135-1 I-IV / 3378"
"Abel, Karl von <geheimen Legationsrat>","Muen2ba0 / Gesandtschaft Athen / 421"
"Abelsdorf, Julius <Berlin>","Pots2bb0 / Rep. 30 C / Tit.95, Sekt.3  / 14583"
"Abelsdorff, Julius <Ulm>","Muen7k10 / Ordinariat / <-> / Fasz. 96"
"Abendroth < Senator>","Hamb3hh0 / 111-1 / Cl. VII Lit. Lb / Nr. 16 Vol. 6 n"
"Abrahamson, Gerhard <Kaufmann in Berlin>","Dahl3be0 / I. HA, Rep. 84a (2.5.1.) (M) / Nr. 17357"
"Abt < Staatsanwalt>","Augs3ba0 / Regierung / Statistik / 6694"
"Abt <Literaten>","Stut2bw0 / Ministerium der Auswärtigen Angelegenheiten mit Gesandtschaften und Verkehrswesen, E 70b / Bü 66/12"
"Abt, Christian <Literat in Neu-Ysenburg>","Darm3he0 / 047 / Nr. 318"
"Abt, Franz <Komponist in Braunschweig Hof-Kapellmeister<, 1819 - 1885>>","Wolf3ns0 / 298 N / 5"
"Abt, Franz <Komponist in Braunschweig Hof-Kapellmeister<, 1819 - 1885>>","Wolf3ns0 / 298 N / 6"
"Abt, Franz <Komponist in Braunschweig Hof-Kapellmeister<, 1819 - 1885>>","Wolf3ns0 / 298 N / 7"
"Abt, Gottlieb Christian <Redakteur in Stuttgart>","Ludw3bw0 / E 322 / Beleidigung usw. / Büschel 1 - 4"
"Abt, Rudolf <Verleger in Buchau>","Ludw3bw0 / E 179 II / Zeitungen / Büschel 8441"
"Abwehrverlag, <Münster/Westf.>} <Münster/Westf.>","Dahl3be0 / I. HA, Rep. 184 (D) / Senate / Nr. 3948"
"Achert <Advokat in Karlsruhe>","Stut2bw0 / Ministerium des Innern, E 146 / Zensurwesen, Gesuche von Ausländern um Konzession zur Herausgabe von Zeitschriften und um Schutz gegen den Nachdruck sowie um Empfehlung ihrer Schriften / 4988"
"Achleitner, Arthur <Schriftsteller in München>","Karl3bw0 / 19 / <-> / Nr. 146"
"Achtelstädter <New York Erben>","Darm3he0 / 055 / F / 1480/76"
"Achtelstädter, Philipp <Leihbibliothekar geb. Kriegk, Witwe>","Darm3he0 / 055 / F / 1480/17"
"Achterfeld (<Professor> Dr.) <Bonn>","Dahl3be0 / 1. HA Rep. 76 (M) / IV, Sekt. 1, Abt. 14 / Nr. 21"
"Ackermann (Dr.) < Syndikus <Börsenverein>>","Leip3sn0 / 28 / 1.7. / 828"
"Ackermann <Buchhändler>","Oran3sa0 / Abteilung Dessau / C 9 e / 66"
"Ackermann <Bützow Kriminalrat>","Schw2mv0 / 5.12-6/1 Mecklenburg-Schwerinsches Ministerium der Justiz / F.II. / Nr. 1082"
"Ackermann, C. A. <New York>","Ludw3bw0 / E 179 II / Polizeisachen, 3., c) / Büschel 287"
"Ackermann, Carl <Buchhändler in Dessau>","Oran3sa0 / Abteilung Dessau / C 9 e / 18"
"Ackermann, Johann Wilhelm <Buchdrucker in Sorau>","Pots2bb0 / 015 / < - > / Nr. 7272"
"Ackermann, Th. <Mchn.>","Muen2ba0 / Ministerialextradiktion 1921 IV. / Spez. Rep. Literatur, b) / 71244"
"Ackert <Advokat in Mannheim>","Dahl3be0 / III. HA, Auswärtiges Amt (M) / Sekt. I / Nr. 9335"
"Adam (Dr.) <Rechtskonsulent>","Ludw3bw0 / E 179 II / Gewerbe, 10., Privilegien im OA Ulm / Büschel 2501"
"Adam (Dr.) <Ulm>","Stut2bw0 / Ministerium der Auswärtigen Angelegenheiten mit Gesandtschaften und Verkehrswesen, E 65 / Verz. 57, Zensur der Zeitungen, Zeitschriften ff. / 144"
"Adam <Bücherfiscal in Ulm>","Ludw3bw0 / D 54 / Censierte Schriften Spezialia: durch Localcensoren censierte Schriften - deswegen Anfragen von Localcensor wegen einzelner Schriften / Büschel 84"
"Adam <Fiskal in Ulm>","Ludw3bw0 / D 54 / Censierte Schriften Spezialia: durch Localcensoren censierte Schriften - deswegen Anfragen von Localcensor wegen einzelner Schriften / Büschel 80"
"Adam, Ernst Armand <Hainichen Verleger des Anzeige- und Unterhaltungsblattes für Hainichen und Umgebung>","Leip3sn0 / 24 / Nr. 94 - 96"
"Adam, Oskar <Redakteur des ""Sozialist"">","Pots2bb0 / Rep. 30 C / Tit. 94 / 13887"
"Adam, P. L. (Dr.) <Ulm>","Ludw3bw0 / E 179 II / Gewerbe, 10., Privilegien im OA Ulm / Büschel 2508"
"Addena, Adde Jans <<Buchbinder >>","Auri3ns0 / Rep 15 / VI.C.5) / 2927"
"Adelmann, Heinrich <Frankfurt>","Stut2bw0 / Ministerium des Innern, E 146 / Privilegien gegen den Nachdruck von Schriften und Abbildungen auch musikalischen Kompositionen, Entschädigungsforderungen wegen Nachdruck, Beschwerden / 5218"
"Adler <Buchhändler>","Dres5sn0 / Ratsarchiv / Abt. B XVII / 355"
"Adler, Georg (Prof.Dr.) <Freiburg./Br>","Karl3bw0 / 19 / <-> / Nr. 147"
"Adler, Johannes <Buchhändler Musketier IR 116 (_* 1868 Gebhardtshain, Kr. Altenkirchen, _+ 1923 Leipzig)>","Darm3he0 / 110 / Nr. 1"
"Adlon, Nikolaus <Buchdrucker>","Karl3bw0 / 67 / <-> / 620"
"Adolf, Fischer <Buchhändler in Duisburg>","Ludw3bw0 / F 302 II / Büschel  380"
"Adolphi, H. <Wesel Bürgermeister<, Zensor>>","Dues2nw0 / Regierung Düsseldorf / Polizei, Militaria / 355"
"Adrian (Professor) <Gießen>","Darm3he0 / 005 / Nr. 1/9"
"Agassiz (Professor) <Neuchâtel>","Dahl3be0 / 1. HA Rep. 76 (M) / Ve, Sekt. 1 Gen. , Abt. XV / Nr. 100"
"Agster, Alfred <Schriftsteller in Stuttgart>","Ludw3bw0 / E 321 / Beleidigung d. Staatsregierung usw. / Büschel  8"
"Ahl <Hofbuchdrucker>","Cobu3ba0 / Min D / IV., Literaturpolizei / Nr. 1184"
"Ahl, Rudolf August Wilhelm <Hofbuchdrucker>","Cobu3ba0 / LReg / Generallandespolizei, Literaturpolizei, Buch- und Steindruckereien / Nr. 4266"
"Ahl, Rudolf August Wilhelm <Hofbuchdrucker>","Cobu3ba0 / LReg / Generallandespolizei, Literaturpolizei, Buch- und Steindruckereien / Nr. 4267"
"Ahlwardt < Ober-Justizrat>","Dahl3be0 / I. HA Rep. 77(M) / Tit. 2, Lit. A / Nr. 38"
"Ahlwardt, Hermann <Berlin Rektor>","Dahl3be0 / I. HA, Rep. 84a (2.5.1.) (M) / Nr. 15112"
"Ahlwardt, Hermann <Berlin>","Dahl3be0 / I. HA, Rep. 84a (2.5.1.) (M) / Nr. 15114 - 15115"
"Ahn <Geometer>","Dahl3be0 / I. HA Rep. 77(M) / Tit. 2, Lit. A / Nr. 8"
"Ahrend <Gandersheim Buchbinderwitwe>","Wolf3ns0 / 17 N / Handel und Gewerbe, Buchbinder / Nr. 1599"
"Ahrens <<Schwerin>>","Wism5mv0 / Abt. III, Rep. 1 A b / Kultur, Museum, Theater, Archiv, Kreiskulturhaus, Stadtkabinett / 2512"
"Ahrens, Hermann <Stralsund>","Grei3mv0 / 39 / < - > / Nr. 452"
"Ahrenz, Heinrich <Buchhändler in Elberfeld>","Muen3ba0 / Staatsanwaltschaft Nr. / <-> / 7238"
"Aicham, Joh. Benedikt <Papierer in Ravensburg>","Muen3ba0 / RA / Schulgegenstände, auswärtige Buchhändler und Buchdrucker / 14784"
"Albani <Gymnasiallehrer in Dresden>","Muen2ba0 / Gesandtschaft Dresden / Förderung von Wissenschaft, Literatur und Kunst, Einzelfälle / 3379"
"Albers (<Professor> Dr.) <Bonn>","Dahl3be0 / I. HA Rep. 77(M) / Tit. 2, Lit. M / Nr. 46"
"Albert (Dr.) <Archivar>","Frei5bw0 / C 3 / 76 / 9"
"Albert <Hofmedicus>","Ludw3bw0 / D 54 / Bücherfiscale, B. Specialia, Einzelne Fiscale betr. / Büschel 227"
"Albert, Bernhard <<Gummersbach>>","Dues2nw0 / NW 14- / 5. / 1297"
"Albert, Jos. <kgl. bayer. Hofphotograph in München>","Ludw3bw0 / E 177 I / Öffentliche Sicherheit und Ordnung, Polizei, Überwachung der Presse / Büschel 2912"
"Albert, Oswald <Bamberg>","Bamb3ba0 / K8/I, (I) / Gewerbewesen, Gewerbsverleihungen, Gewerbekonzessionen 4. / Nr. 2629"
"Alberti <Danzig Kommissionsrat>","Dahl3be0 / I. HA, Rep. 101 (M) / E Spec., Lit. A / Nr. 4"
"Alberti <Schleiz Direktor>","Grei3th0 / 11 / Kap. 73 / Nr. 5229"
"Alberts <Buchdrucker in Sittard>","Dues2nw0 / BR 1040- / 977"
"Alberts, <Belgien>} <Buchdrucker>","Dahl3be0 / I. HA Rep. 77(M) / Tit. 2, Lit. W / Nr. 26"
"Alberts, Karl <Buchhändlers in Pößneck>","Grei3th0 / 11 / Kap. 33 / Nr. 2634"
"Albertz, Martin <Berlin Lic.>","Berl6e10 / 50 / V. / Z 138"
"Albrecht <Buchhändler>","Wolf3ns0 / 34 N / 6.8. / Nr. 3128"
"Albrecht <Hofbuchdrucker>","Weim2th0 / B / 7763"
"Albrecht, Christian Ludwig <Leipzig Hofbuchdruckerei>","Grei3th0 / 07 / Kap. 50 / Nr. 985"
"Albrecht, Friedrich <Redakteur in Ulm Dissidentenpfarrer>","Ludw3bw0 / E 350 / Aufruhr usw. / Büschel 22"
"Albrecht, Heinrich <Buchhändler>","Wolf3ns0 / 34 N / 14.16. / Nr. 2795"
"Albrecht, Heinrich Georg Werner <Buchhändler in Wolfenbüttel>","Wolf3ns0 / 298 N / 426"
"Albrecht, Heinrich Georg Werner <Buchhändler>","Wolf3ns0 / 34 N / 14.16. / Nr. 2796"
"Albrecht, Heinrich Georg Werner <Buchhändler>","Wolf3ns0 / 39 Neu 25 / 3. / Nr. 148"
"Albrecht, Joh. Ferdinand <Hofbuchhändler in Coburg>","Cobu3ba0 / AG / Nachlaßakten / Nr. 647"
"Albrecht, Joh. Gottfried Jonathan < Buchbindemeister>","Dres5sn0 / Ratsarchiv / Abt. B XVII / 242"
"Albrecht, Joh. Gottfried Jonathan <<Dresden> Buchbindermeister>","Dres5sn0 / Ratsarchiv / Abt. B XVII / 229"
"Albrecht, Jonathan <Buchbinder>","Dres5sn0 / Ratsarchiv / G. XIX / Nr. 45"
"Albrecht, Karl <Buchhändler>","Wolf3ns0 / 39 Neu 25 / 4. / Nr. 597"
"Albrizzi, Hermanolo <Buchhändler>","Leip5sn0 / II. Sekt. / W 360"
"Aldefeld <Aachen Regierungsecretair>","Dahl3be0 / I. HA Rep. 77(M) / Tit. 2, Lit. A / Nr. 25"
"Aldefeld, Antoinette <<Düsseldorf-Unterrath>>","Dues2nw0 / NW 14- / 5. / 1296"
"Aldefeld, Antoinette <<Düsseldorf>>","Dues2nw0 / NW 14- / 5. / 1783"
"Alisky, Wilhelm Eduard <Musikalien- und Buchhändler Hofchorist>","Darm3he0 / 005 / Nr. 1/12"
"Allendorf, Georg <Buchdrucker in Heppenheim>","Darm3he0 / 030 / S / 9"
"Allendorf, Georg <Buchdrucker in Heppenheim>","Darm3he0 / 038 / S / 11"
"Allendorf, Georg <Buchdrucker in Heppenheim>","Darm3he0 / 038 / S / 67"
"Allendorf, Georg <Buchdrucker in Heppenheim>","Darm3he0 / 038 / S / 69"
"Allhausen, C. G. <Kaufmann in Kiel>","Stut2bw0 / Ministerium des Innern, E 146 / Vollziehung eines Beschlusses der Bundesversammlung vom 26. März 1834 wegen Anzeige der in den verschiedenen Bundesstaaten seit dem Jahr 1832 mit Beschlag belegten und verbotenen Druckschriften in den Jahren 1835 - 1847 / 4835"
"Allhusen <Kaufmann in Kiel>","Stut2bw0 / Ministerium des Innern, E 146 / Vollziehung eines Beschlusses der Bundesversammlung vom 26. März 1834 wegen Anzeige der in den verschiedenen Bundesstaaten seit dem Jahr 1832 mit Beschlag belegten und verbotenen Druckschriften in den Jahren 1835 - 1847 / 4831"
"Allhusen, Carl Georg <Kiel>","Hamb3hh0 / 331-2 / Serie VII Lit. CC / 67"
"Allioli, Franz (Dr., Professor) <München>","Muen2ba0 / Gesandtschaft Dresden / Förderung von Wissenschaft, Literatur und Kunst, Einzelfälle / 3372"
