"< Bühl>","Wolf3ns0 / 303 N / II.11. / Nr. 139"
"< Freiberg>","Frei5sn0 / A- / Abt. X-Sekt. VIII / 25"
"< Freiberg>","Frei5sn0 / Sozialismus / Gewerbeamt / Nr. 1420"
"< Gotha>, Herzogthum","Goth3th0 / 05 / Generalia Loc. 63 / Nr. 93"
"< Greifswald>","Grei5mv0 / Rep. 5 / Städtische Angelegenheiten, Kultus, Handel, Gewerbe und Industrie, Innungen / 3603"
"< Greifswald>","Grei5mv0 / Rep. 5 / Städtische Angelegenheiten, Kultus, Handel, Gewerbe und Industrie, Innungen / 5633"
"< Greifswald>","Grei5mv0 / Rep. 5 / Städtische Angelegenheiten, Kultus, Handel, Gewerbe und Industrie, Innungen / 5700"
"< Greifswald>","Grei5mv0 / Rep. 5 / Städtische Angelegenheiten, Kultus, Handel, Gewerbe und Industrie, Innungen / 9170"
"< Grimma>","Grim5sn0 / VI / 4f / Nr. 49"
"< Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 198 - 200"
"< Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 267"
"< Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 332"
"< Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 459"
"< Gütersloh>","Wolf3ns0 / 303 N / II.11. / Nr. 139"
"< Halberstadt>","Halb5sa0 / Magistrat / Bibliotheken / 1.29.001"
"< Halberstadt>","Halb5sa0 / Magistrat / Bibliotheken / 1.29.002"
"< Halle>","Hall5sa0 / Verkehrs- und Nachrichtenamt / VI C 3"
"< Hamburg>","Wolf3ns0 / 303 N / II.11. / Nr. 139"
"< Königsberg>","Wolf3ns0 / 303 N / II.11. / Nr. 138"
"< Leipzig>","Leip5sn0 / StVuR(1) / Buchhandlungen und Antiquariate A - Z / Nr. 13074"
"< Leipzig>","Leip5sn0 / Tit. XLVI / Nr. 91"
"< Meppen>, Präfektur","Osna3ns0 / 06 / < - > / Nr. 735"
"< Mühlhausen>","Mueh5th0 / 11/ / 103/ / 12"
"< Neuwied>","Wolf3ns0 / 303 N / II.11. / Nr. 140"
"< Prüfstellen> für Schund- und Schmutzschriften","Weim2th0 / Thür. Volksbildungsministerium / A / 1199"
"< Stuttgart>","Wolf3ns0 / 303 N / II.11. / Nr. 138"
"< Stuttgart>","Wolf3ns0 / 303 N / II.11. / Nr. 140"
"< Verlag>","Leip5sn0 / StVuR(1) / Verlage A - Z / Nr. 9117"
"<Alt Käbelich>, Parochie","Schw7e10 / 03 / Alt Käbelich / Varia der Parochie"
"<Altenburg>","Alte3th0 / 02 / II. / Nr. 2902"
"<Altenburg>","Alte5th0 / XIII. / 1 / Nr. 16a"
"<Altenburg>","Alte5th0 / XIII. / 16 b. II. / Nr. 12"
"<Altenburg>","Alte5th0 / XIII. / 16 b. II. / Nr. 16"
"<Anhalt->Köthen, <Herzogtum>","Oran3sa0 / Abteilung Köthen / C 9 e / 25"
"<Anhalt->Köthen, <Herzogtum>","Oran3sa0 / Abteilung Köthen / C 9 e / 25"
"<Aschersleben>","Asch5sa0 / III / F., 6 / Nr. 33"
"<Augsburg>","Augs3ba0 / Landgericht Augsburg/Strafkammer / 260/85"
"<Augsburg>","Augs3ba0 / Regierung / Statistik / 6443"
"<Augsburg>","Stut2bw0 / Ministerium des Innern, E 146 / Privilegien gegen den Nachdruck von Schriften und Abbildungen auch musikalischen Kompositionen, Entschädigungsforderungen wegen Nachdruck, Beschwerden / 5221"
"<Autor>","Berl3be0 / C Rep. 120 / <-> / Nr. 760"
"<B>erg","Dahl3be0 / I. HA, Rep. 151 (M) / I, C / Nr. 8601"
"<B>raunschweig","Wolf3ns0 / 133 Neu / F. Abt. V. 1.a) / 1770"
"<Bad Freienwalde>","Frei5bb0 / PR. Br. Rep. 8 Freienwalde / D / 51"
"<Bad> Bergzabern","Spey3rp0 / H 1 / 1988"
"<Bad> Dürkheim","Spey3rp0 / U 257 / 885"
"<Bad>Godesberg","Dues2nw0 / NW 69- / 3"
"<Bamberg>","Bamb5ba0 / C 9, Nr. 62 / Nr. 40, Dresch, Joh. Kasimir"
"<Bamberg>, Diözese","Bamb6k10 / Rep. 4/3 / 18"
"<Bautzen>","Batz3sn0 / Amtsgerichte / Amtsgericht Bautzen / Nr. 1375"
"<Bautzen>","Batz3sn0 / Amtsgerichte / Amtsgericht Bautzen / Nr. 1378"
"<Bautzen>","Baut5sn0 / Rep. III / IV Gc / 39"
"<Bayern>, Königreich","Rege6k10 / BDK/Alte Reg. / XXII / 207"
"<Bayrische> Regierung, <München>","Dahl3be0 / I. HA, Rep. 89 (2. 2. 1.) (M) / Nr. 15209/1"
"<Bentheim>, Grafschaft","Osna3ns0 / 03 / < - > / Nr. 851"
"<Berlin->Charlottenburg","Berl3be0 / 57 / <-> / Nr. 167"
"<Berlin->Charlottenburg]o, o[<Berlin->Dahlem","Berl3be0 / 57 / <-> / Nr. 166"
"<Berlin->Friedenau","Berl7e10 / Neuarchiv / 225/V 12/27/I"
"<Berlin->Friedrichshagen","Berl3be0 / 07 / <-> / Nr. 203"
"<Berlin->Kreuzberg","Berl3be0 / 53 / Acc. 469 / Nr. 3620"
"<Berlin->Kreuzberg","Berl3be0 / 53 / Acc. 469 / Nr. 3659"
"<Berlin->Rummelsburg","Berl3be0 / 51 / Nr. 1830"
"<Berlin->Spandau","Berl3be0 / 51 / Nr. 1774"
"<Berlin->Tiergarten","Berl3be0 / 53 / Acc. 469 / Nr. 3962"
"<Berlin->Wedding","Berl3be0 / C Rep. 120 / <-> / Nr. 1197"
"<Berlin->Weißensee","Berl3be0 / 51 / Nr. 1717"
"<Berlin>","Berl1be0 / DY 30/ / IV 2/2.026/ / 95"
"<Berlin>","Berl1be0 / DY 30/ / J IV 2/3/ / 246"
"<Berlin>","Berl1be0 / DY 30/ / J IV 2/3/ / 252"
"<Berlin>","Dahl3be0 / 1. HA Rep. 76 (M) / Vc, Sekt. 2, Tit. XXIII, Lit. F / Nr. 21"
"<Berlin>","Dahl3be0 / 1. HA Rep. 76 alt (M) / I. / Nr. 67"
"<Berlin>","Dahl3be0 / 1. HA Rep. 76 alt (M) / III / Nr. 257"
"<Berlin>","Dahl3be0 / 1. HA Rep. 76 alt (M) / III / Nr. 335"
"<Berlin>","Dahl3be0 / 1. HA Rep. 76 alt (M) / III / Nr. 340"
"<Berlin>","Dahl3be0 / 1. HA Rep. 76 alt (M) / IV / Nr. 53"
"<Berlin>","Dahl3be0 / I. HA Rep. 77(M) / Tit. 951 / Nr. 17"
"<Berlin>","Dahl3be0 / I. HA, Rep. 76 (D) / Amt für Wissenschaft \\ Bibliotheken und Archive \\ Staatsbibliothek Berlin / Nr. 1251"
"<Bernburg>","Bern5sa0 / Rat der Stadt Bernburg 1860 - 1922 / Organisation der Stadt, Bürowesen, Bibliothek / Findbuch II, Nr. 7"
"<Bernburg>","Bern5sa0 / Rat der Stadt Bernburg 1860 - 1922 / Volksbildung, Bibliothek / Findbuch III, Nr. 1"
"<Bernhausen>","Fild5bw0 / Gemeindearchive / Bernhausen / BeA 643"
"<Bernhausen>","Fild5bw0 / Gemeindearchive / Bernhausen / BeA 683"
"<Bibelgesellschaft>","Dues7e10 / Kons. / B \\ II \\ b / 4"
"<Bibelverein >","Spey7e10 / Bellheim / <-> / Nr. 14"
"<Bibliothek des> Oberpräsidiums","Dues2nw0 / NW 4 / 3.3. / Nr. 118"
"<Bibliothek>","Dahl3be0 / I. HA, Rep. 92 Schmitt-Ott (M) / A LXV / Nr. 6I"
"<Bibliothek>","Dahl3be0 / I. HA, Rep. 92 Schmitt-Ott (M) / A LXV / Nr. 6II"
"<Bibliothek>","Dahl3be0 / III. HA, Auswärtiges Amt (M) / Sekt. III / 18695"
"<Bibliothek>","Dahl3be0 / III. HA, Auswärtiges Amt (M) / Sekt. III / 18838"
"<Bibliothek>, Gebietsführerschule in o[Honnef]o","Dues2nw0 / NW 4 / 3.7.3. / Nr. 70"
"<Bibliothek>, o[Hannover]o","Dahl3be0 / I. HA, Rep. 92 Schmitt-Ott (M) / A LXV / Nr. 6II"
"<Bibliothek>, o[Königsberg]o","Dahl3be0 / I. HA, Rep. 92 Schmitt-Ott (M) / A LXV / Nr. 6II"
"<Bibliothek>, o[München]o","Dahl3be0 / I. HA, Rep. 92 Schmitt-Ott (M) / A LXV / Nr. 6II"
"<Bolanden>","Fild5bw0 / Gemeindearchive / Bonlanden / BoA 675"
"<Bonlanden>","Fild5bw0 / Gemeindearchive / Bonlanden / BoA 717"
"<Brandenburg>","Pots2bb0 / 060 / < - > / Nr. 57"
"<Brandenburg>","Pots2bb0 / 060 / < - > / Nr. 58"
"<Brandenburg>","Pots2bb0 / 060 / < - > / Nr. 59"
"<Brandenburg>","Pots2bb0 / 061 / < - > / Nr. 823 - 837"
"<Brandenburg>","Pots2bb0 / 061 / < - > / Nr. 839 - 840"
"<Brandenburg>","Pots2bb0 / 061 / < - > / Nr. 842 - 848"
"<Brandenburg>","Pots2bb0 / 061 / < - > / Nr. 850"
"<Brandenburg>","Pots2bb0 / 061 / < - > / Nr. 851"
"<Brandenburg>","Pots2bb0 / 061 / < - > / Nr. 865"
"<Brandenburg>","Pots2bb0 / 061 / < - > / Nr. 866"
"<Braunschweig>","Wolf3ns0 / 12 Neu- / Kultus / 13, Nr. 19448"
"<Braunschweig>","Wolf3ns0 / 2 Alt / 4163"
"<Braunschweig>","Wolf3ns0 / 4 Alt 19 / 4.4.4. / Nr. 3608"
"<Braunschweig>","Wolf3ns0 / 56 Alt / Abt. A / 4"
"<Braunschweig>","Wolf3ns0 / 56 Alt / Abt. A / 5"
"<Bremen>","Dahl3be0 / I. HA, Rep. 81 (M) / Bremen / Sachweiser. J"
"<Britische>Zone","Koel7k10 / CR II / 26. / 4,5"
"<Buchhandlung> p[Avenarius]p","Dres2sn0 / III.3.3.3.3. Kreishauptmannschaft Leipzig / Buchhandel und Verlagswesen / 3824"
"<Bückeburg>","Buec3ns0 / L 102a / 1.2.3. / Nr. 2930"
"<Bückeburg>","Buec3ns0 / L 102a / 1.2.3. / Nr. 2931"
"<Celle>","Luen5ns0 / AA / G 3 c / Nr. 11"
"<Chemnitz>","Chem5sn0 / Stadtverwaltung / IX Bf / 8a"
"<Chemnitz>","Chem5sn0 / Stadtverwaltung / V Sect. II / Nr. 195"
"<Coburg>","Cobu3ba0 / LBC / Allgemeine Verwaltung / Nr. 22"
"<Coburg>","Cobu3ba0 / LBC / Allgemeine Verwaltung / Nr. 23"
"<Coburg>","Cobu3ba0 / LBC / Allgemeine Verwaltung / Nr. 24"
"<Coburg>","Cobu3ba0 / LBC / Allgemeine Verwaltung / Nr. 25"
"<Coburg>","Cobu3ba0 / LBC / Allgemeine Verwaltung / Nr. 26"
"<Coburg>","Cobu3ba0 / LBC / Allgemeine Verwaltung / Nr. 27"
"<Coburg>","Cobu3ba0 / LBC / Allgemeine Verwaltung / Nr. 28"
"<Coburg>","Cobu3ba0 / LBC / Erwerbung / Nr. 3"
"<DDR>","Berl1be0 / DY 30/ / IV 2/2.037/ / 065"
"<DDR>","Fuld7k10 / 01 / Generalia, 215-07 / Fasz. 11"
"<Darmstadt>","Darm3he0 / 027 / < - > / Nr. 38/1"
"<Deutsche> Bundesstaaten","Dahl3be0 / I. HA Rep. 77(M) / Tit. 949 / Nr. 5"
"<Deutsche> Staaten","Dahl3be0 / III. HA, Auswärtiges Amt (M) / Sekt. I / Nr. 8929 - 8932"
"<Deutscher>Bund","Olde3ns0 / Best. 31-13- / 66 Nr. 15 b"
"<Deutsches >Reich]o und den Vereinigten o[<Vereinigte >Staaten von Amerika","Olde3ns0 / Best. 136 / 3. / 4104"
"<Deutsches >Reich]o und o[Großbritannien]o betr. die Ausdehnung des zwischen o[Preußen","Olde3ns0 / Best. 136 / 3. / 4101"
"<Deutsches >Reich]oe und o[Österreich-Ungarn","Olde3ns0 / Best. 136 / 3. / 4107"
"<Deutsches>Reich","Dues2nw0 / Regierung Aachen / Polizei / Nr. 23101"
"<Deutsches>Reich","Dues2nw0 / Regierung Aachen / Polizei / Nr. 23102"
"<Deutsches>Reich","Dues2nw0 / Regierung Aachen / Polizei / Nr. 23103"
"<Deutsches>Reich","Limb7k10 / Verschiedenes / 561/ / 28 A"
"<Deutsches>Reich","Limb7k10 / Verschiedenes / 561/ / 28 B"
"<Dresden->Neustadt","Dres5sn0 / Ratsarchiv / Abt. B XVII / 363.o"
"<Dresden>","Dres2sn0 / III.2.4. Staatskanzlei / Nr. 463"
"<Dresden>","Dres5sn0 / Ratsarchiv / Abt. B XVII / 158"
"<Dresden>","Dres5sn0 / Ratsarchiv / Abt. B XVII / 159"
"<Dresden>","Dres5sn0 / Ratsarchiv / Abt. B XVII / 161"
"<Dresden>","Dres5sn0 / Ratsarchiv / Abt. B XVII / 183"
"<Dresden>","Dres5sn0 / Ratsarchiv / Abt. B XVII / 190"
"<Dresden>","Dres5sn0 / Ratsarchiv / Abt. B XVII / 193"
"<Dresden>","Dres5sn0 / Ratsarchiv / Abt. B XVII / 194"
"<Einbeck>","Einb5ns0 / 0 / 61 / 3"
"<Einbeck>]o]t und des t[Volksblatts o[<Einbeck>","Einb5ns0 / 0 / 61 / 2"
"<Eisenach>","Eise5th0 / 12/ / Bildungs- und Schulamt / Nr. 54"
"<Essen>","Dahl3be0 / I. HA, Rep. 92, Brackmann (D) / Einzelkorrespondenz mit Institutionen, Behörden, Verbänden, Vereinen, Firmen etc. / Nr. 48"
"<Firma>Fischer & Franke, <Heidelberg>","Rudo3th0 / Ministerium Rudolstadt II. Abteilung (Inneres) / 5482"
"<Frankfurt/M.>","Wies2he0 / 51 / < - > / Nr. 808"
"<Frankfurt/Oder>","Pobo2bb0 / 52 / IV, A, 2/9.02 / 867"
"<Freiberg>","Frei5sn0 / A- / Abt. V-Sekt. II- / 78"
"<Freiberg>","Frei5sn0 / A- / Abt. V-Sekt. VI- / 66"
"<Freiberg>","Frei5sn0 / A- / Abt. X-Sekt. VIII / 8"
"<Fulda>","Marb3he0 / 098 / d / CLXVII/1"
"<Gera>","Grei3th0 / 14 / Kap. 3 / Nr. 100"
"<Gera>","Rudo3th0 / Bezirkstag und Rat des Bezirkes Gera / 8.4./31"
"<Gesandtschaft>","Dahl3be0 / III. HA, Auswärtiges Amt (M) / Sekt. III / 18979"
"<Gesangbuch>","Dues7e10 / Evangelische Kirchengemeinde Grumbach / 25"
"<Gießen>","Darm3he0 / 012 / Nr. 32/4"
"<Gotha>","Goth3th0 / 02 / XX VI / Nr. 80"
"<Gotha>","Goth3th0 / 02 / XX VI / Nr. 86"
"<Gotha>","Goth3th0 / 03 / Loc. 84 / Nr. 18"
"<Gotha>","Goth3th0 / 03 / Loc. 84 / Nr. 22"
"<Gotha>","Goth3th0 / 03 / Loc. 84 / Nr. 27"
"<Gotha>","Goth3th0 / 03 / Loc. 84 / Nr. 28"
"<Gotha>","Goth3th0 / 03 / Loc. 84 / Nr. 29"
"<Gotha>","Goth3th0 / 03 / Loc. 84 / Nr. 5"
"<Gotha>","Goth3th0 / 06 / Immediate / Nr. 1402"
"<Greifswald>","Grei5mv0 / Rep. 7.15 / 72"
"<Greiz>","Grei3th0 / 01 / a Rep. A, Kap. XXIIa / Nr. 4"
"<Greiz>","Grei3th0 / 01 / n Rep. A, Kap. XXIIa / Nr. 10"
"<Greiz>","Grei3th0 / 01 / n Rep. A, Kap. XXIIa / Nr. 67"
"<Greiz>","Grei3th0 / 05 / Kap. 7 / Nr. 1708"
"<Grimma>","Grim5sn0 / VI / 4e / Nr. 12"
"<Grimma>","Grim5sn0 / VI / 4e / Nr. 13"
"<Grimma>","Grim5sn0 / VI / 4e / Nr. 8"
"<Grimma>","Grim5sn0 / VI / 4f / Nr. 47"
"<Grimma>","Grim5sn0 / VI / 4f / Nr. 5"
"<Grimma>","Grim5sn0 / VI / 4f / Nr. 7"
"<Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 1142"
"<Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 1145"
"<Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 1146"
"<Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 2063"
"<Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 282"
"<Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 324"
"<Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 370"
"<Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 421"
"<Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 433"
"<Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 439"
"<Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 522"
"<Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 533"
"<Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 537"
"<Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 539"
"<Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 541"
"<Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 547"
"<Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 548"
"<Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 549"
"<Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 72"
"<Großenhain>","Gros5sn0 / II. / Abschnitt 19 / 73"
"<Görlitz>","Goer5sn0 / Akten nach 1945 / Kulturamt / 1124"
"<Görlitz>","Goer5sn0 / Akten vor 1945 / Buchhandlung / II, 347v, 55"
"<H>annover","Dahl3be0 / I. HA, Rep. 81 (M) / Hamburg (2.4.11) / Nr. 266"
"<H>annover","Olde3ns0 / Best. 97 / Gen. B.I.2. / Nr. 387"
"<Halberstadt>","Halb5sa0 / Magistrat / Bibliotheken / 1.29.003"
"<Halberstadt>","Halb5sa0 / Magistrat / Bibliotheken / 1.29.005"
"<Halberstadt>","Halb5sa0 / Magistrat / Gewerbe-Innungen, Gewerbe- und Handwerkersachen / 1.41.031"
"<Halberstadt>","Halb5sa0 / Magistrat / Gewerbe-Innungen, Gewerbe- und Handwerkersachen / 1.41.047"
"<Halberstadt>","Halb5sa0 / Magistrat / Personal- und Dienstsachen / 2.3.165"
"<Halberstadt>","Halb5sa0 / Magistrat / Personal- und Dienstsachen / 2.3.171"
"<Halle>","Hall5sa0 / Abt. Unterricht und Erziehung / 1. 17 R"
"<Halle>","Hall5sa0 / Polizeiverwaltung / Abt. I, Tit. VI, Cap. II Nr. 6"
"<Hamburg>","Beli1be0 / R 3003 / alt St 2 / 2/95"
"<Hanau, >Provinz","Marb3he0 / 082 / e / 60 - 61"
"<Hanau, >Provinz","Marb3he0 / 082 / e / 62"
"<Hanau>","Marb3he0 / 025 / < - > / Nr. 28"
"<Hanau>","Marb3he0 / 082 / c / 1073"
"<Hanau>","Marb3he0 / 082 / c / 1077"
"<Harthausen>","Fild5bw0 / Gemeindearchive / Harthausen / HaA 590"
"<Heiligenstadt>","Heil5th0 / Magistratregistratur / XLIII. / 6"
"<Heiligenstadt>","Heil5th0 / Polizeiregistratur / VI. / 83"
"<Heiligenstadt>","Heil5th0 / Polizeiregistratur / VI. / 84"
"<Helmstedt>","Helm5ns0 / D / VII. / 061"
"<Herxheim>","Spey7k10 / 02 / Nr. 472"
"<Hessen, >Kurstaat","Marb3he0 / 018 / Nr. 2462"
"<Hildburghausen>","Mein3th0 / Staatsministerium, Abteilung des Innern / (alt), 27 / 35"
"<Hildburghausen>","Mein3th0 / Staatsministerium, Abteilung des Innern / (alt), 27 / 36"
"<Hildburghausen>","Mein3th0 / Staatsministerium, Abteilung des Innern / (alt), 27 / 37"
"<Homburg>","Wies2he0 / 05 / XIV e 2 / Nr. 11"
"<Immenstadt>","Imme5ba0 / <Stadtverwaltung> / A 63-24"
"<Jever>","Olde3ns0 / Best. 262-4 / Teil 4 / Nr. 7573"
"<Jever>","Olde3ns0 / Best. 262-4 / Teil 4 / Nr. 7865"
"<K>oethen","Dess7e10 / 05 / B / Coethen. Bibelgesellschaft"
"<Karl-Marx-Stadt>, Bezirk","Chem2sn0 / BT/RdB KMST / Abt. Kultur / 6550"
"<Karlsruhe>","Frei3bw0 / B 700/1 / 851"
"<Karlsruhe>","Frei3bw0 / E 27/1 / 281"
"<Kassel->Wilhelmshöhe","Marb3he0 / 007 / o / Nr. 1 - Nr. 13"
"<Kassel>","Marb3he0 / 016 / Rep. VII Classe 23 / Nr. 69"
"<Kassel>","Marb3he0 / 016 / Rep. VIII Classe 14 / Nr. 9"
"<Kassel>","Marb3he0 / 017 / g / 173"
"<Kassel>","Marb3he0 / 017 / g / 182"
"<Kassel>","Marb3he0 / 017 / i / Nr. 3046"
"<Kassel>","Marb3he0 / 017 / i / Nr. 3048"
"<Kassel>","Marb3he0 / 017 / i / Nr. 3063"
"<Kassel>","Marb3he0 / 018 / Nr. 2421"
"<Kassel>","Marb3he0 / 018 / Nr. 2439"
"<Katechismus>","Detm3nw0 / L 80 III / I.C.2.b)cc) / Nr. 2365"
"<Kath. Büro für NRW>, o[Köln]o","Koel7k10 / Gen. I / 22. / 13c-e"
"<Kunst- und Bücherstube Waltraud Kathe>Hauptniederlassung","Augs3ba0 / HRA-Li / 345"
"<Landesbibliothek >, o[Marburg]o","Buec3ns0 / H 7 / Fach 31 / Nr. 4"
"<Leipzig->Leutzsch","Leip5sn0 / Kap. 33 / Nr. 19"
"<Leipzig->Wahren","Leip5sn0 / Kap. 33 / Nr. 20"
"<Leipzig>","Dres2sn0 / III.3.3.3.3. Kreishauptmannschaft Leipzig / Polizeiangelegenheiten, Unterdrückung der revolutionären Bewegung / 4028"
"<Leipzig>","Dres2sn0 / III.3.3.3.3. Kreishauptmannschaft Leipzig / Polizeiangelegenheiten, Unterdrückung der revolutionären Bewegung / 4030"
"<Leipzig>","Erfu7k10 / St. Benno-Verlag GmbH, Leipzig / 17"
"<Leipzig>","Erfu7k10 / St. Benno-Verlag GmbH, Leipzig / 23"
"<Leipzig>","Erfu7k10 / St. Benno-Verlag GmbH, Leipzig / 24"
"<Leipzig>","Erfu7k10 / St. Benno-Verlag GmbH, Leipzig / 36"
"<Leipzig>","Erfu7k10 / St. Benno-Verlag GmbH, Leipzig / 44"
"<Leipzig>","Erfu7k10 / St. Benno-Verlag GmbH, Leipzig / 47"
"<Leipzig>","Erfu7k10 / St. Benno-Verlag GmbH, Leipzig / 51"
"<Leipzig>","Leip5sn0 / Tit. LXII / W / Nr. 42"
"<Lesehalle>","Buec3ns0 / Dep. 46 A / 3.1.2. / Nr. 732"
"<Limburg>","Limb7k10 / Verschiedenes / 577/ / A 1"
"<Limburg>","Limb7k10 / Verschiedenes / 577/ / AA 1"
